Company,laptop_type,screen_size_inch,display_resolution_width,display_resolution_height,panel_type,is_touchscreen,resolution_class,cpu_brand,cpu_family,cpu_generation,clock_speed_ghz,cpu_tier,gpu_brand,ram_gb,ssd_gb,hdd_gb,flash_gb,hybrid_gb,total_storage_gb,weight_kg,weight_class,price_band,Price,is_price_outlier,Performance_Score,value_index,value_segment
LENOVO,Notebook,17.3,1600,900,Standard,0,HD+,AMD,A8-Series,,2.0,2,AMD,4,128,0,0,0,128,2.6,Heavy,Budget,26053.92,No,0.3258333333333333,1.2506115522475441e-05,High Value
DELL,2 in 1 Convertible,13.3,1920,1080,Standard,1,Full HD,Intel,i7,8.0,1.0,5,Intel,8,256,0,0,0,256,1.62,Medium,Mid-Range,46300.85279999999,No,0.5650000000000001,1.2202798994665605e-05,High Value
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,AMD,A9-Series,,3.0,2,AMD,4,256,0,0,0,256,1.91,Medium,Budget,26053.3872,No,0.4383333333333333,1.682442785532828e-05,High Value
LENOVO,Netbook,11.6,1366,768,IPS,0,HD,Intel,Celeron,,1.0,1,Intel,4,128,0,0,0,128,1.59,Medium,Budget,29463.84,No,0.1258333333333333,4.270771675834966e-06,Low Value
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,500,0,0,500,1.8,Medium,Budget,16463.52,No,0.1133333333333333,6.883906560281962e-06,Low Value
ASUS,Notebook,14.0,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,0,32,0,32,1.5,Medium,Budget,15238.08,No,0.1133333333333333,7.4375074375074355e-06,Low Value
ACER,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,0,1024,0,0,1024,2.4,Heavy,Mid-Range,45074.88,No,0.64,1.4198595758879448e-05,High Value
HP,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,128,1024,0,0,1152,3.35,Heavy,Mid-Range,63456.48,No,0.6525,1.0282637801529489e-05,Balanced
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,3,Intel,4,128,0,0,0,128,1.85,Medium,Budget,21498.48,No,0.4258333333333333,1.980760190177786e-05,High Value
ASUS,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,128,1024,0,0,1152,2.3,Heavy,Premium,88178.4,No,0.6525,7.399771372581041e-06,Low Value
LENOVO,Notebook,14.0,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,256,0,0,0,256,1.5,Medium,Mid-Range,58554.72,No,0.5650000000000001,9.649094043998504e-06,Balanced
ASUS,Ultrabook,13.3,1920,1080,Standard,1,Full HD,Intel,i7,7.0,2.0,5,Intel,16,512,0,0,0,512,1.1,Light,Premium,93181.392,No,0.7433333333333334,7.977272257677083e-06,Balanced
LENOVO,Ultrabook,14.0,2560,1440,IPS,0,Quad HD+,Intel,i7,7.0,2.0,5,Intel,8,512,0,0,0,512,1.13,Light,Premium,121584.96,No,0.6900000000000001,5.675044018602301e-06,Low Value
LENOVO,Notebook,13.3,1920,1080,IPS,0,Full HD,Intel,i3,7.0,2.0,3,Intel,4,128,0,0,0,128,1.5,Medium,Budget,29250.72,No,0.4258333333333333,1.4558046206497935e-05,High Value
DELL,Workstation,15.6,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,4,AMD,8,0,500,0,0,500,2.23,Heavy,Mid-Range,72940.31999999999,No,0.54,7.403312735672123e-06,Low Value
DELL,Workstation,15.6,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,8,256,0,0,0,256,2.0,Medium,Premium,113752.8,No,0.665,5.8460099443706e-06,Low Value
LENOVO,2 in 1 Convertible,14.0,2560,1440,Standard,1,Quad HD+,Intel,i7,7.0,2.0,5,Intel,16,512,0,0,0,512,1.42,Medium,Premium,133679.52,No,0.7433333333333334,5.560562555381209e-06,Low Value
ASUS,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,0,1024,0,0,1024,3.0,Heavy,Mid-Range,55357.92,No,0.64,1.156112801926084e-05,Balanced
ASUS,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,3.0,Heavy,Premium,84768.48,No,0.7183333333333334,8.474061742446407e-06,Balanced
ACER,Notebook,15.6,1366,768,IPS,0,HD,Intel,i5,8.0,1.0,4,NVIDIA,12,0,1024,0,0,1024,2.2,Heavy,Budget,36975.7872,No,0.4666666666666667,1.2620871711060331e-05,High Value
MSI,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,0,0,0,256,2.7,Heavy,Mid-Range,71874.72,No,0.665,9.252209956435308e-06,Balanced
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,AMD,8,256,0,0,0,256,2.33,Heavy,Mid-Range,41498.1936,No,0.665,1.6024793908137728e-05,High Value
HP,Ultrabook,15.6,1920,1080,Standard,0,Full HD,AMD,A9-Series,,3.0,2,AMD,4,256,0,0,0,256,1.91,Medium,Budget,26586.72,No,0.4383333333333333,1.6486927809573098e-05,High Value
LENOVO,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,8.0,1.0,5,AMD,8,256,0,0,0,256,2.1,Medium,Mid-Range,65510.9568,No,0.5650000000000001,8.624511495457201e-06,Balanced
LENOVO,Notebook,14.0,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.9,Medium,Mid-Range,49976.64,No,0.5650000000000001,1.1305281827669889e-05,Balanced
DELL,Workstation,15.6,3840,2160,Standard,1,UHD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,0,0,0,256,1.78,Medium,Premium,144495.36,Yes,0.665,4.602223905321251e-06,Low Value
LENOVO,Ultrabook,14.0,2560,1440,IPS,0,Quad HD+,Intel,i7,7.0,2.0,5,Intel,16,1024,0,0,0,1024,1.13,Light,Premium,139860.0,Yes,0.7933333333333333,5.672339005672339e-06,Low Value
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,1024,0,0,1024,2.2,Heavy,Budget,16303.68,No,0.1133333333333333,6.951395840284727e-06,Low Value
ASUS,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,2.9,Heavy,Premium,81465.12,No,0.7183333333333334,8.817679680989034e-06,Balanced
LENOVO,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i5,8.0,1.0,4,AMD,8,256,1024,0,0,1280,2.1,Medium,Mid-Range,60978.96,No,0.4650000000000001,7.625581020076434e-06,Low Value
ACER,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,0,0,0,256,2.5,Heavy,Mid-Range,46833.12,No,0.665,1.4199352936554301e-05,High Value
MSI,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,2.8,Heavy,Premium,119826.72,No,0.7183333333333334,5.9947675554611975e-06,Low Value
ASUS,Ultrabook,14.0,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,512,0,0,0,512,1.1,Light,Premium,99793.44,No,0.6900000000000001,6.9142821411908445e-06,Low Value
TOSHIBA,Ultrabook,13.3,1920,1080,Standard,0,Full HD,Intel,i7,6.0,2.0,5,Intel,16,512,0,0,0,512,1.2,Light,Premium,93080.16,No,0.7433333333333334,7.98594816911932e-06,Balanced
DELL,Ultrabook,14.0,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,512,0,0,0,512,1.36,Medium,Premium,89510.4,No,0.6900000000000001,7.70860145860146e-06,Low Value
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,3,Intel,4,0,500,0,0,500,2.2,Heavy,Budget,21791.52,No,0.4133333333333333,1.8967622879603317e-05,High Value
LENOVO,Notebook,11.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,2,0,0,32,0,32,1.15,Light,Budget,16221.096,No,0.0999999999999999,6.16481155157456e-06,Low Value
LENOVO,Workstation,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,512,0,0,0,512,2.67,Heavy,Premium,102564.0,No,0.6900000000000001,6.727506727506728e-06,Low Value
LENOVO,Ultrabook,14.0,2560,1440,IPS,0,Quad HD+,Intel,i7,7.0,2.0,5,NVIDIA,8,512,0,0,0,512,1.7,Medium,Premium,103523.04,No,0.6900000000000001,6.665182938986337e-06,Low Value
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,3,AMD,4,0,1024,0,0,1024,2.1,Medium,Budget,24988.32,No,0.4133333333333333,1.654106131718072e-05,High Value
ACER,2 in 1 Convertible,13.3,1920,1080,IPS,1,Full HD,Intel,i7,6.0,2.0,5,Intel,8,256,0,0,0,256,1.6,Medium,Mid-Range,42038.4528,No,0.665,1.5818850497751907e-05,High Value
ASUS,2 in 1 Convertible,13.3,1920,1080,IPS,1,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.27,Light,Mid-Range,49443.84,No,0.5650000000000001,1.1427105985295643e-05,Balanced
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,AMD,4,256,0,0,0,256,2.3,Heavy,Budget,31909.392,No,0.5383333333333333,1.6870686014115634e-05,High Value
DELL,Notebook,13.3,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,Intel,4,128,0,0,0,128,1.65,Medium,Budget,36709.92,No,0.4258333333333333,1.1599952637688486e-05,High Value
HP,Ultrabook,14.0,1920,1080,Standard,0,Full HD,Intel,i7,6.0,2.0,5,Intel,8,256,0,0,0,256,1.43,Medium,Mid-Range,79920.0,No,0.665,8.320820820820821e-06,Balanced
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,8,0,1024,0,0,1024,2.14,Medium,Budget,28768.536,No,0.54,1.8770506778655683e-05,High Value
LENOVO,Ultrabook,14.0,1920,1080,IPS,0,Full HD,Intel,i7,8.0,1.0,5,AMD,8,256,0,0,0,256,1.75,Medium,Mid-Range,64755.44640000001,No,0.5650000000000001,8.7251348173858e-06,Balanced
LENOVO,2 in 1 Convertible,15.6,3840,2160,IPS,1,UHD,Intel,i7,7.0,2.0,5,NVIDIA,16,512,0,0,0,512,2.0,Medium,Premium,101178.72,No,0.7433333333333334,7.3467358880734344e-06,Low Value
CHUWI,Notebook,12.3,2736,1824,IPS,0,Quad HD+,Intel,Celeron,,1.0,1,Intel,6,0,0,64,0,64,1.4,Medium,Budget,23922.72,No,0.1266666666666666,5.294827121107741e-06,Low Value
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,2.31,Heavy,Mid-Range,76030.56,No,0.665,8.746482993154332e-06,Balanced
ASUS,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,7.0,2.0,3,NVIDIA,8,0,1024,0,0,1024,2.3,Heavy,Budget,31808.16,No,0.44,1.3832928405792727e-05,High Value
DELL,Gaming,17.3,2560,1440,IPS,0,Quad HD+,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,4.42,Heavy,Premium,149130.72,Yes,0.7183333333333334,4.816803226949708e-06,Low Value
DELL,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,128,1024,0,0,1152,2.62,Heavy,Mid-Range,61751.52,No,0.6525,1.056654151994963e-05,Balanced
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,8.0,1.0,5,AMD,8,256,2048,0,0,2304,2.02,Medium,Mid-Range,60867.072,No,0.5650000000000001,9.282523069287775e-06,Balanced
DELL,Ultrabook,14.0,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.6,Medium,Mid-Range,58554.72,No,0.665,1.1356898299573459e-05,Balanced
HP,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,12,256,1024,0,0,1280,3.35,Heavy,Premium,106506.72,No,0.6916666666666667,6.4941129223270295e-06,Low Value
MEDIACOM,2 in 1 Convertible,11.6,1920,1080,IPS,1,Full HD,Intel,Celeron,,1.0,1,Intel,4,32,0,0,0,32,1.16,Light,Budget,15930.72,No,0.1164583333333333,7.310299429864646e-06,Low Value
SAMSUNG,Netbook,11.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,0,16,0,16,1.15,Light,Budget,14332.32,No,0.1133333333333333,7.907535788576679e-06,Balanced
LENOVO,Notebook,13.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.4,Medium,Mid-Range,53812.8,No,0.665,1.2357654684387357e-05,High Value
LENOVO,Notebook,14.0,1920,1080,IPS,0,Full HD,Intel,i3,7.0,2.0,3,Intel,4,128,0,0,0,128,1.7,Medium,Budget,31914.72,No,0.4258333333333333,1.334285036288375e-05,High Value
LENOVO,Workstation,15.6,3840,2160,IPS,0,UHD,Intel,i7,7.0,2.0,5,NVIDIA,16,512,0,0,0,512,2.3,Heavy,Premium,130269.6,No,0.7433333333333334,5.706115113068079e-06,Low Value
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,512,0,0,0,512,2.5,Heavy,Premium,130482.72,No,0.7433333333333334,5.696795202715987e-06,Low Value
ASUS,Gaming,17.3,1920,1080,Standard,0,Full HD,AMD,Ryzen,1.0,3.0,5,AMD,8,256,1024,0,0,1280,3.2,Heavy,Premium,90309.6,No,0.765,8.470860240771746e-06,Balanced
HP,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,500,0,0,500,2.1,Medium,Budget,18488.16,No,0.1133333333333333,6.130049357715062e-06,Low Value
GOOGLE,Ultrabook,12.3,2400,1600,Standard,1,Quad HD,Intel,i7,,1.0,5,Intel,16,512,0,0,0,512,1.1,Light,Premium,117162.72,No,0.6433333333333334,5.49093886974742e-06,Low Value
LENOVO,Ultrabook,14.0,2560,1440,Standard,0,Quad HD+,Intel,i7,7.0,2.0,5,Intel,24,512,0,0,0,512,1.32,Medium,Premium,126912.96,No,0.7966666666666667,6.277268032095908e-06,Low Value
ASUS,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,4,256,0,0,0,256,2.0,Medium,Budget,29783.52,No,0.5383333333333333,1.8074872726035516e-05,High Value
LENOVO,Notebook,17.3,1600,900,Standard,0,HD+,AMD,A6-Series,,2.0,1,AMD,8,0,1024,0,0,1024,2.8,Heavy,Budget,27652.32,No,0.24,8.679199430644517e-06,Balanced
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,4,AMD,4,256,0,0,0,256,2.2,Heavy,Budget,39906.72,No,0.4383333333333333,1.098394789983575e-05,Balanced
LENOVO,Ultrabook,12.5,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.36,Medium,Mid-Range,76137.12,No,0.5650000000000001,7.420821801507597e-06,Low Value
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,Pentium,,1.0,1,Intel,4,128,0,0,0,128,2.2,Heavy,Budget,18594.72,No,0.1258333333333333,6.767153973457696e-06,Low Value
HP,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,128,1024,0,0,1152,2.2,Heavy,Mid-Range,58554.72,No,0.6525,1.114342276762659e-05,Balanced
DELL,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,256,0,0,0,256,1.64,Medium,Mid-Range,62817.12,No,0.5650000000000001,8.994363320063066e-06,Balanced
ACER,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,4,0,500,0,0,500,2.4,Heavy,Budget,23539.104,No,0.5133333333333333,2.1807683645619363e-05,High Value
DELL,Workstation,15.6,1920,1080,Standard,0,Full HD,Intel,Xeon,,3.0,5,NVIDIA,8,0,1024,64,0,1088,2.23,Heavy,Premium,106187.04,No,0.74,6.9688353682332615e-06,Low Value
MSI,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,256,0,0,0,256,2.2,Heavy,Mid-Range,54757.9872,No,0.5650000000000001,1.031812944358919e-05,Balanced
MICROSOFT,Ultrabook,13.5,2256,1504,Standard,1,Quad HD,Intel,i7,7.0,2.0,5,Intel,16,512,0,0,0,512,1.25,Light,Premium,137941.91999999998,Yes,0.7433333333333334,5.388741387196391e-06,Low Value
HP,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,8,128,0,0,0,128,1.91,Medium,Budget,31381.92,No,0.5525,1.7605678683777155e-05,High Value
DELL,Workstation,15.6,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,16,256,0,0,0,256,2.17,Medium,Premium,105228.0,No,0.7183333333333334,6.826446699864422e-06,Low Value
HP,Workstation,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,512,0,0,0,512,2.31,Heavy,Premium,81731.52,No,0.6900000000000001,8.442275391427934e-06,Balanced
LENOVO,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.65,Medium,Mid-Range,71661.59999999999,No,0.5650000000000001,7.884278330374986e-06,Balanced
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,8.0,1.0,5,AMD,8,128,1024,0,0,1152,2.36,Heavy,Mid-Range,52161.12,No,0.5525,1.059218053600076e-05,Balanced
DELL,2 in 1 Convertible,11.6,1366,768,Standard,1,HD,Intel,Pentium,,1.0,1,Intel,4,0,500,0,0,500,1.47,Medium,Budget,25521.12,No,0.1133333333333333,4.440766444941809e-06,Low Value
DELL,Notebook,17.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,0,1024,0,0,1024,4.42,Heavy,Premium,109010.88,No,0.64,5.8709736129090965e-06,Low Value
MICROSOFT,Ultrabook,13.5,2256,1504,Standard,1,Quad HD,Intel,Core M,,2.0,3,Intel,4,128,0,0,0,128,1.25,Light,Mid-Range,52693.92,No,0.4258333333333333,8.081261241018572e-06,Balanced
MICROSOFT,Ultrabook,13.5,2256,1504,Standard,1,Quad HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.25,Light,Premium,95850.72,No,0.665,6.937871723863942e-06,Low Value
HP,Notebook,17.3,1600,900,Standard,0,HD+,Intel,i3,6.0,2.0,3,Intel,8,256,0,0,0,256,2.5,Heavy,Budget,34093.872,No,0.4650000000000001,1.3638814623343457e-05,High Value
ACER,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,3,NVIDIA,4,0,1024,0,0,1024,2.23,Heavy,Budget,28984.32,No,0.4133333333333333,1.4260584113525288e-05,High Value
ACER,Netbook,11.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,128,0,0,0,128,1.4,Medium,Budget,23176.8,No,0.1258333333333333,5.4292798545672095e-06,Low Value
ASUS,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,0,1024,0,0,1024,2.37,Heavy,Budget,39906.72,No,0.54,1.3531555587630355e-05,High Value
LENOVO,Notebook,14.0,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,AMD,8,512,0,0,0,512,1.5,Medium,Mid-Range,42570.72,No,0.6900000000000001,1.6208323467397312e-05,High Value
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,0,0,0,256,2.67,Heavy,Premium,111355.2,No,0.665,5.971880971880973e-06,Low Value
ASUS,Notebook,15.6,1366,768,Standard,0,HD,Intel,Pentium,,1.0,1,Intel,4,0,500,0,0,500,2.0,Medium,Budget,16197.12,No,0.1133333333333333,6.997128707655021e-06,Low Value
ACER,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,NVIDIA,4,0,500,0,0,500,2.2,Heavy,Budget,24988.32,No,0.4133333333333333,1.654106131718072e-05,High Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,4,AMD,8,0,2048,0,0,2048,2.02,Medium,Mid-Range,40439.52,No,0.44,1.088044566305436e-05,Balanced
HP,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,12,0,1024,0,0,1024,3.78,Heavy,Premium,90522.72,No,0.6666666666666666,7.364633615369341e-06,Low Value
LENOVO,Ultrabook,14.0,2560,1440,IPS,0,Quad HD+,Intel,i7,6.0,2.0,5,Intel,12,256,0,0,0,256,1.4,Medium,Premium,98994.24,No,0.6916666666666667,6.986938499317401e-06,Low Value
HP,2 in 1 Convertible,13.3,3840,2160,IPS,1,UHD,Intel,i7,8.0,1.0,5,Intel,8,512,0,0,0,512,1.29,Light,Premium,106506.72,No,0.5900000000000001,5.539556565069322e-06,Low Value
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,AMD,8,0,500,0,0,500,1.9,Medium,Mid-Range,61485.12,No,0.54,8.78261276874795e-06,Balanced
GOOGLE,Ultrabook,12.3,2400,1600,Standard,1,Quad HD,Intel,i5,,1.0,4,Intel,8,128,0,0,0,128,1.1,Light,Mid-Range,67932.0,No,0.4525,6.661072837543426e-06,Low Value
DELL,Ultrabook,13.3,1920,1080,Standard,1,Full HD,Intel,i5,8.0,1.0,4,Intel,8,256,0,0,0,256,1.42,Medium,Premium,98133.768,No,0.4650000000000001,4.738430098801466e-06,Low Value
ASUS,Notebook,15.6,3840,2160,IPS,0,UHD,Intel,i7,6.0,2.0,5,Intel,12,128,1024,0,0,1152,2.06,Medium,Mid-Range,69210.72,No,0.6791666666666666,9.813027037815335e-06,Balanced
DELL,Notebook,14.0,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,Intel,8,128,0,0,0,128,1.79,Medium,Budget,39427.2,No,0.4525,1.1476848470091715e-05,Balanced
DELL,Workstation,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,0,0,0,256,1.78,Medium,Premium,128298.24,No,0.665,5.183235561142538e-06,Low Value
LENOVO,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,180,0,0,0,180,1.7,Medium,Mid-Range,72673.92,No,0.557578125,7.672327638305462e-06,Low Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,4,AMD,8,0,1024,0,0,1024,2.2,Heavy,Budget,35964.0,No,0.44,1.2234456678901123e-05,High Value
TOSHIBA,Notebook,13.3,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.05,Light,Premium,89084.16,No,0.5650000000000001,6.3423171975803555e-06,Low Value
DELL,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,8.0,1.0,5,NVIDIA,8,512,0,0,0,512,2.16,Medium,Mid-Range,67239.36,No,0.5900000000000001,8.77462248302185e-06,Balanced
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,7.0,2.0,3,Intel,4,0,1024,0,0,1024,2.18,Medium,Budget,31254.048,No,0.4133333333333333,1.3224953559082436e-05,High Value
HP,Notebook,13.3,1920,1080,IPS,0,Full HD,Intel,i5,8.0,1.0,4,Intel,4,128,0,0,0,128,1.49,Medium,Budget,38681.28,No,0.4258333333333333,1.1008770478467448e-05,Balanced
CHUWI,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,Atom,,1.0,1,Intel,4,0,0,64,0,64,1.89,Medium,Budget,13261.392000000002,No,0.1133333333333333,8.54611139866262e-06,Balanced
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,Intel,4,128,0,0,0,128,2.3,Heavy,Budget,30103.2,No,0.4258333333333333,1.4145782951092683e-05,High Value
LENOVO,Notebook,14.0,1920,1080,IPS,0,Full HD,Intel,i5,8.0,1.0,4,Intel,8,256,0,0,0,256,1.75,Medium,Mid-Range,55890.72,No,0.4650000000000001,8.319806937538112e-06,Balanced
DELL,Workstation,15.6,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,16,512,0,0,0,512,2.17,Medium,Premium,124568.64,No,0.7433333333333334,5.967258961270938e-06,Low Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,512,0,0,0,512,2.06,Medium,Premium,101178.72,No,0.7433333333333334,7.3467358880734344e-06,Low Value
LENOVO,Ultrabook,12.5,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,Intel,16,512,0,0,0,512,1.36,Medium,Premium,95797.44,No,0.7433333333333334,7.759427948526948e-06,Low Value
ASUS,Ultrabook,12.5,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,Intel,16,512,0,0,0,512,0.91,Light,Premium,103896.0,No,0.7433333333333334,7.1545904879238215e-06,Low Value
LENOVO,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,256,0,0,0,256,2.3,Heavy,Mid-Range,53918.82719999999,No,0.5650000000000001,1.0478714566699628e-05,Balanced
TOSHIBA,Ultrabook,13.3,1920,1080,Standard,1,Full HD,Intel,i7,7.0,2.0,5,Intel,32,512,0,0,0,512,1.05,Light,Premium,149130.72,Yes,0.8500000000000001,5.699697553931209e-06,Low Value
ASUS,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,128,1024,0,0,1152,1.99,Medium,Mid-Range,71928.0,No,0.6525,9.071571571571572e-06,Balanced
ACER,Notebook,15.6,1366,768,Standard,0,HD,AMD,A10-Series,,2.0,4,AMD,8,0,1024,0,0,1024,2.2,Heavy,Budget,30849.12,No,0.54,1.750455118330766e-05,High Value
ASUS,Gaming,17.3,1920,1080,IPS,1,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,24,256,1024,0,0,1280,4.33,Heavy,Mid-Range,67612.31999999999,No,0.7716666666666667,1.1413107354793724e-05,Balanced
LENOVO,Ultrabook,12.5,1366,768,IPS,0,HD,Intel,i5,6.0,2.0,4,Intel,8,180,0,0,0,180,1.3,Medium,Mid-Range,58554.72,No,0.557578125,9.522342946905049e-06,Balanced
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,8.0,1.0,5,Intel,8,256,0,0,0,256,2.17,Medium,Mid-Range,47893.39199999999,No,0.5650000000000001,1.1797034547062362e-05,High Value
HP,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,1024,0,0,0,1024,1.48,Medium,Premium,93186.72,No,0.74,7.941045676894734e-06,Balanced
