<<<<<<< HEAD
Company,laptop_type,screen_size_inch,display_resolution_width,display_resolution_height,panel_type,is_touchscreen,resolution_class,cpu_brand,cpu_family,cpu_generation,clock_speed_ghz,cpu_tier,gpu_brand,ram_gb,ssd_gb,hdd_gb,flash_gb,hybrid_gb,total_storage_gb,weight_kg,weight_class,price_band,Price,is_price_outlier,Performance_Score
DELL,Ultrabook,13.3,1920,1080,Standard,Yes,"Full HD",Intel,i5,8,1.00,Upper-Mid,Intel,8,256,0,0,0,256,1.42,Medium,Premium,98133.768,No
ASUS,Notebook,15.6,3840,2160,IPS,No,UHD,Intel,i7,6,2.00,High,Intel,12,128,1024,0,0,1152,2.06,Medium,Mid-Range,69210.72,No
DELL,Notebook,14,1366,768,Standard,No,HD,Intel,i3,6,2.00,Mid,Intel,8,128,0,0,0,128,1.79,Medium,Budget,39427.2,No
DELL,Workstation,15.6,1920,1080,Standard,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,8,256,0,0,0,256,1.78,Medium,Premium,128298.23999999999,No
LENOVO,Notebook,14,1920,1080,Standard,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,Intel,8,180,0,0,0,180,1.70,Medium,Mid-Range,72673.92,No
DELL,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i5,8,1.00,Upper-Mid,AMD,8,0,1024,0,0,1024,2.20,Heavy,Budget,35964,No
TOSHIBA,Notebook,13.3,1920,1080,IPS,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,Intel,8,256,0,0,0,256,1.05,Light,Premium,89084.16,No
DELL,Notebook,15.6,1920,1080,IPS,No,"Full HD",Intel,i7,8,1.00,High,NVIDIA,8,512,0,0,0,512,2.16,Medium,Mid-Range,67239.36,No
DELL,Notebook,15.6,1366,768,Standard,No,HD,Intel,i3,7,2.00,Mid,Intel,4,0,1024,0,0,1024,2.18,Medium,Budget,31254.048,No
HP,Notebook,13.3,1920,1080,IPS,No,"Full HD",Intel,i5,8,1.00,Upper-Mid,Intel,4,128,0,0,0,128,1.49,Medium,Budget,38681.28,No
CHUWI,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,Atom,NULL,1.00,Entry,Intel,4,0,0,64,0,64,1.89,Medium,Budget,13261.392000000002,No
LENOVO,Notebook,15.6,1366,768,Standard,No,HD,Intel,i3,6,2.00,Mid,Intel,4,128,0,0,0,128,2.30,Heavy,Budget,30103.199999999997,No
LENOVO,Notebook,14,1920,1080,IPS,No,"Full HD",Intel,i5,8,1.00,Upper-Mid,Intel,8,256,0,0,0,256,1.75,Medium,Mid-Range,55890.72,No
DELL,Workstation,15.6,1920,1080,IPS,No,"Full HD",Intel,i7,6,2.00,High,NVIDIA,16,512,0,0,0,512,2.17,Medium,Premium,124568.64,No
DELL,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,16,512,0,0,0,512,2.06,Medium,Premium,101178.72,No
LENOVO,Ultrabook,12.5,1920,1080,IPS,No,"Full HD",Intel,i7,7,2.00,High,Intel,16,512,0,0,0,512,1.36,Medium,Premium,95797.44,No
ASUS,Ultrabook,12.5,1920,1080,Standard,No,"Full HD",Intel,i7,7,2.00,High,Intel,16,512,0,0,0,512,0.91,Light,Premium,103896,No
LENOVO,Notebook,15.6,1920,1080,IPS,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,NVIDIA,8,256,0,0,0,256,2.30,Heavy,Mid-Range,53918.82719999999,No
TOSHIBA,Ultrabook,13.3,1920,1080,Standard,Yes,"Full HD",Intel,i7,7,2.00,High,Intel,32,512,0,0,0,512,1.05,Light,Premium,149130.72,Yes
ASUS,Gaming,15.6,1920,1080,Standard,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,8,128,1024,0,0,1152,1.99,Medium,Mid-Range,71928,No
ACER,Notebook,15.6,1366,768,Standard,No,HD,AMD,A10-Series,NULL,2.00,Upper-Mid,AMD,8,0,1024,0,0,1024,2.20,Heavy,Budget,30849.12,No
ASUS,Gaming,17.3,1920,1080,IPS,Yes,"Full HD",Intel,i7,6,2.00,High,NVIDIA,24,256,1024,0,0,1280,4.33,Heavy,Mid-Range,67612.31999999999,No
LENOVO,Ultrabook,12.5,1366,768,IPS,No,HD,Intel,i5,6,2.00,Upper-Mid,Intel,8,180,0,0,0,180,1.30,Medium,Mid-Range,58554.72,No
LENOVO,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i7,8,1.00,High,Intel,8,256,0,0,0,256,2.17,Medium,Mid-Range,47893.39199999999,No
HP,Notebook,14,1920,1080,Standard,No,"Full HD",Intel,i7,7,2.00,High,Intel,8,1024,0,0,0,1024,1.48,Medium,Premium,93186.72,No
LENOVO,Notebook,13.3,1920,1080,IPS,No,"Full HD",Intel,i3,7,2.00,Mid,Intel,8,256,0,0,0,256,1.40,Medium,Mid-Range,50562.72,No
LENOVO,Notebook,15.6,1920,1080,IPS,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,Intel,8,256,0,0,0,256,2.30,Heavy,Mid-Range,48538.08,No
ASUS,Netbook,11.6,1366,768,Standard,No,HD,Intel,Celeron,NULL,1.00,Entry,Intel,4,0,0,64,0,64,1.20,Light,Budget,18115.2,No
HP,Notebook,15.6,1366,768,Standard,No,HD,Intel,i5,7,2.00,Upper-Mid,AMD,8,256,0,0,0,256,1.91,Medium,Budget,32979.7872,No
LENOVO,"2 in 1 Convertible",13.9,1920,1080,IPS,Yes,"Full HD",Intel,i5,8,1.00,Upper-Mid,Intel,8,256,0,0,0,256,1.40,Medium,Premium,85194.72,No
LENOVO,Notebook,14,1366,768,Standard,No,HD,Intel,Celeron,NULL,1.00,Entry,Intel,4,0,500,0,0,500,2.10,Medium,Budget,15930.72,No
LENOVO,Netbook,11.6,1366,768,Standard,No,HD,Intel,Celeron,NULL,1.00,Entry,Intel,4,16,0,0,0,16,1.25,Light,Budget,14119.199999999999,No
LENOVO,Notebook,13.3,1920,1080,Standard,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,Intel,8,256,0,0,0,256,1.44,Medium,Mid-Range,50562.72,No
ASUS,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i7,7,2.00,High,Intel,8,256,1024,0,0,1280,2.00,Medium,Mid-Range,65214.72,No
ACER,Notebook,15.6,1920,1080,IPS,No,"Full HD",Intel,i5,8,1.00,Upper-Mid,NVIDIA,4,0,1024,0,0,1024,2.20,Heavy,Budget,32660.64,No
HP,Ultrabook,13.3,1920,1080,IPS,No,"Full HD",Intel,i7,7,2.00,High,Intel,8,512,0,0,0,512,1.34,Medium,Mid-Range,70489.44,No
LENOVO,Gaming,15.6,1920,1080,IPS,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,8,256,1024,0,0,1280,2.40,Heavy,Mid-Range,61218.72,No
DELL,Ultrabook,13.3,1920,1080,IPS,Yes,"Full HD",Intel,i5,7,2.00,Upper-Mid,Intel,8,128,0,0,0,128,1.29,Light,Mid-Range,47898.72,No
ACER,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,4,0,500,0,0,500,2.20,Heavy,Budget,34045.92,No
DELL,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,Intel,8,0,1024,0,0,1024,2.18,Medium,Mid-Range,44542.08,No
DELL,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i7,8,1.00,High,AMD,16,256,2048,0,0,2304,2.20,Heavy,Mid-Range,64961.10719999999,No
XIAOMI,Notebook,15.6,1920,1080,IPS,No,"Full HD",Intel,i7,8,1.00,High,NVIDIA,16,256,0,0,0,256,1.95,Medium,Mid-Range,74589.336,No
ASUS,Netbook,11.6,1366,768,Standard,No,HD,Intel,Celeron,NULL,1.00,Entry,Intel,2,0,0,32,0,32,1.10,Light,Budget,13053.6,No
HP,Notebook,15.6,1366,768,Standard,Yes,HD,Intel,i5,8,1.00,Upper-Mid,Intel,4,0,1024,0,0,1024,2.04,Medium,Budget,27783.921599999998,No
ASUS,Gaming,15.6,1920,1080,Standard,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,24,512,0,0,0,512,2.24,Heavy,Premium,158135.04,Yes
HP,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,NVIDIA,8,256,0,0,0,256,2.04,Medium,Mid-Range,47365.92,No
ASUS,Gaming,17.3,1920,1080,Standard,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,16,256,1024,0,0,1280,3.00,Heavy,Premium,80133.12,No
LENOVO,Gaming,15.6,1920,1080,IPS,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,8,256,1024,0,0,1280,3.20,Heavy,Mid-Range,74538.72,No
HP,Ultrabook,13.3,1920,1080,IPS,No,"Full HD",Intel,i7,7,2.00,High,Intel,8,256,0,0,0,256,1.32,Medium,Mid-Range,74538.72,No
DELL,Notebook,14,1920,1080,Standard,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,Intel,8,256,0,0,0,256,1.64,Medium,Mid-Range,68184.0144,No
HP,Notebook,15.6,1366,768,Standard,No,HD,Intel,i3,6,2.00,Mid,Intel,4,128,0,0,0,128,1.63,Medium,Budget,36709.92,No
DELL,Notebook,17.3,1920,1080,IPS,No,"Full HD",Intel,i5,8,1.00,Upper-Mid,AMD,8,128,1024,0,0,1152,2.80,Heavy,Mid-Range,47365.92,No
LENOVO,Notebook,14,1920,1080,Standard,No,"Full HD",Intel,i5,6,2.00,Upper-Mid,Intel,8,256,0,0,0,256,2.02,Medium,Mid-Range,71395.2,No
LENOVO,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,4,0,1024,0,0,1024,2.20,Heavy,Mid-Range,42570.72,No
LENOVO,Notebook,15.6,1366,768,Standard,No,HD,Intel,i3,6,2.00,Mid,NVIDIA,8,0,2048,0,0,2048,2.20,Heavy,Budget,24455.52,No
DELL,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,AMD,4,0,500,0,0,500,2.30,Heavy,Budget,31168.8,No
DELL,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,Intel,8,256,0,0,0,256,1.90,Medium,Mid-Range,73366.56,No
DELL,Gaming,17.3,1920,1080,IPS,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,16,128,1024,0,0,1152,4.42,Heavy,Premium,160520.3856,Yes
TOSHIBA,Notebook,15.6,1920,1080,IPS,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,Intel,8,0,500,0,0,500,2.00,Medium,Mid-Range,45820.799999999996,No
ASUS,Notebook,15.6,3840,2160,IPS,No,UHD,Intel,i7,7,2.00,High,NVIDIA,8,256,1024,0,0,1280,2.00,Medium,Mid-Range,69210.72,No
MEDIACOM,Notebook,13.3,1920,1080,IPS,No,"Full HD",Intel,Celeron,NULL,1.00,Entry,Intel,4,32,0,0,0,32,1.20,Light,Budget,19660.32,No
ASUS,Gaming,15.6,1920,1080,IPS,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,NVIDIA,8,128,1024,0,0,1152,2.30,Heavy,Premium,87858.72,No
DELL,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,8,256,0,0,0,256,1.93,Medium,Mid-Range,72940.31999999999,No
DELL,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i5,8,1.00,Upper-Mid,AMD,8,256,0,0,0,256,2.20,Heavy,Mid-Range,42486.004799999995,No
HP,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,Pentium,NULL,1.00,Entry,Intel,4,256,0,0,0,256,1.86,Medium,Budget,21258.1872,No
HP,Gaming,17.3,1920,1080,Standard,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,12,0,1024,0,0,1024,2.62,Heavy,Premium,95850.72,No
LENOVO,Notebook,14,1920,1080,IPS,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,8,256,0,0,0,256,1.87,Medium,Mid-Range,45767.52,No
DELL,Ultrabook,13.3,3200,1800,Standard,Yes,"Quad HD+",Intel,i7,8,1.00,High,Intel,8,256,0,0,0,256,1.20,Light,Mid-Range,74538.72,No
DELL,Notebook,14,1920,1080,Standard,No,"Full HD",Intel,i3,6,2.00,Mid,Intel,4,128,0,0,0,128,1.60,Medium,Budget,39207.1536,No
HP,Ultrabook,13.3,3200,1800,IPS,No,"Quad HD+",Intel,i7,7,2.00,High,Intel,8,256,0,0,0,256,1.34,Medium,Mid-Range,61005.6,No
ACER,Gaming,15.6,1920,1080,Standard,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,NVIDIA,8,0,1024,0,0,1024,2.40,Heavy,Mid-Range,42517.439999999995,No
ASUS,Notebook,15.6,1366,768,Standard,No,HD,AMD,E-Series,NULL,1.00,Entry,AMD,4,0,500,0,0,500,2.00,Medium,Budget,18594.719999999998,No
HP,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i3,7,2.00,Mid,Intel,4,128,0,0,0,128,2.10,Medium,Budget,37589.04,No
LENOVO,Notebook,14,1920,1080,Standard,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,Intel,4,0,500,0,0,500,1.87,Medium,Mid-Range,41824.799999999996,No
LENOVO,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i5,6,2.00,Upper-Mid,Intel,4,0,1024,0,0,1024,2.15,Medium,Budget,24634.008,No
HP,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i3,6,2.00,Mid,Intel,4,0,500,0,0,500,1.86,Medium,Budget,21152.16,No
LENOVO,Notebook,15.6,1920,1080,IPS,No,"Full HD",Intel,i7,7,2.00,High,Intel,8,512,0,0,0,512,1.99,Medium,Premium,92121.12,No
LENOVO,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i3,6,2.00,Mid,Intel,4,128,0,0,0,128,2.20,Heavy,Budget,26586.719999999998,No
DELL,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,Intel,8,256,0,0,0,256,1.90,Medium,Mid-Range,59513.227199999994,No
DELL,Gaming,17.3,1920,1080,IPS,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,16,256,1024,0,0,1280,4.42,Heavy,Premium,143802.72,Yes
HP,Notebook,17.3,1600,900,Standard,No,HD+,Intel,i3,6,2.00,Mid,Intel,8,0,1024,0,0,1024,2.65,Heavy,Budget,28992.311999999998,No
HP,Notebook,17.3,1920,1080,Standard,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,8,0,1024,0,0,1024,2.63,Heavy,Mid-Range,68198.4,No
ASUS,Notebook,15.6,1366,768,Standard,No,HD,Intel,Celeron,NULL,1.00,Entry,Intel,4,0,500,0,0,500,2.00,Medium,Budget,11934.72,No
MEDIACOM,Notebook,13.3,1920,1080,IPS,No,"Full HD",Intel,Atom,NULL,1.00,Entry,Intel,4,0,0,32,0,32,1.35,Medium,Budget,13586.4,No
LENOVO,Notebook,17.3,1600,900,Standard,No,HD+,Intel,i7,7,2.00,High,NVIDIA,6,128,1024,0,0,1152,2.80,Heavy,Mid-Range,50562.72,No
HP,Notebook,15.6,1920,1080,IPS,No,"Full HD",AMD,A10-Series,NULL,2.00,Upper-Mid,AMD,6,128,0,0,0,128,1.91,Medium,Budget,30310.992,No
DELL,Notebook,15.6,1366,768,Standard,No,HD,Intel,i3,6,2.00,Mid,AMD,4,0,1024,0,0,1024,2.18,Medium,Budget,32921.712,No
ACER,"2 in 1 Convertible",11.6,1920,1080,IPS,Yes,"Full HD",Intel,Celeron,NULL,2.00,Entry,Intel,4,0,0,32,0,32,1.25,Light,Budget,18594.719999999998,No
LENOVO,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i3,7,2.00,Mid,Intel,4,128,0,0,0,128,2.05,Medium,Budget,33566.4,No
HP,Ultrabook,13.3,3200,1800,IPS,Yes,"Quad HD+",Intel,"Core M",NULL,1.00,Mid,Intel,16,512,0,0,0,512,1.16,Light,Premium,104695.2,No
LENOVO,Notebook,17.3,1920,1080,IPS,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,8,256,0,0,0,256,3.40,Heavy,Premium,159786.72,Yes
ASUS,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,NVIDIA,8,128,1024,0,0,1152,2.50,Heavy,Mid-Range,44701.92,No
DELL,Ultrabook,13.3,3840,2160,IPS,Yes,UHD,Intel,i5,8,1.00,Upper-Mid,Intel,8,128,0,0,0,128,1.21,Light,Premium,85194.72,No
DELL,Notebook,15.6,1366,768,Standard,No,HD,Intel,i5,7,2.00,Upper-Mid,Intel,4,0,500,0,0,500,1.93,Medium,Mid-Range,51095.52,No
FUJITSU,Notebook,15.6,1366,768,Standard,No,HD,Intel,i5,7,2.00,Upper-Mid,Intel,8,0,1024,0,0,1024,2.20,Heavy,Budget,39373.92,No
LENOVO,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,Pentium,NULL,1.00,Entry,Intel,4,0,500,0,0,500,2.20,Heavy,Budget,18328.32,No
LENOVO,Notebook,14,1366,768,Standard,No,HD,Intel,i5,7,2.00,Upper-Mid,Intel,4,0,500,0,0,500,2.02,Medium,Mid-Range,52747.2,No
HP,Workstation,17.3,1600,900,Standard,No,HD+,Intel,i5,7,2.00,Upper-Mid,NVIDIA,8,0,500,0,0,500,3.14,Heavy,Premium,99153.5472,No
HP,Notebook,14,1366,768,Standard,No,HD,Intel,Pentium,NULL,1.00,Entry,Intel,8,0,2048,0,0,2048,1.94,Medium,Budget,20725.92,No
HP,Notebook,15.6,1920,1080,IPS,No,"Full HD",AMD,A9-Series,NULL,3.00,Lower-Mid,AMD,6,256,0,0,0,256,1.95,Medium,Budget,34578.72,No
LENOVO,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,Intel,8,256,0,0,0,256,2.30,Heavy,Mid-Range,44222.4,No
LENOVO,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i5,8,1.00,Upper-Mid,Intel,4,0,500,0,0,500,2.05,Medium,Budget,36496.799999999996,No
MEDIACOM,Notebook,14,1920,1080,Standard,No,"Full HD",Intel,Atom,NULL,1.00,Entry,Intel,4,32,0,0,0,32,1.40,Medium,Budget,13266.72,No
TOSHIBA,Ultrabook,14,1920,1080,Standard,Yes,"Full HD",Intel,i7,7,2.00,High,Intel,16,512,0,0,0,512,1.24,Light,Premium,99367.2,No
LENOVO,Gaming,17.3,1920,1080,IPS,No,"Full HD",Intel,i7,6,2.00,High,NVIDIA,32,256,1024,0,0,1280,4.60,Heavy,Premium,141884.63999999998,Yes
MSI,Gaming,17.3,1920,1080,Standard,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,16,512,1024,0,0,1536,4.14,Heavy,Premium,145401.12,Yes
DELL,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i7,7,2.00,High,AMD,8,256,0,0,0,256,2.20,Heavy,Budget,39907.252799999995,No
MEDIACOM,Notebook,14,1920,1080,IPS,No,"Full HD",Intel,Celeron,NULL,1.00,Entry,Intel,4,32,0,0,0,32,1.45,Medium,Budget,20725.92,No
DELL,Notebook,15.6,1366,768,Standard,No,HD,Intel,i5,7,2.00,Upper-Mid,Intel,8,0,500,0,0,500,1.90,Medium,Mid-Range,53733.94559999999,No
HP,Notebook,13.3,1920,1080,Standard,No,"Full HD",Intel,i3,7,2.00,Mid,Intel,4,128,0,0,0,128,1.49,Medium,Budget,38308.32,No
DELL,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,16,256,0,0,0,256,1.93,Medium,Premium,81912.13919999999,No
DELL,Netbook,11.6,1366,768,Standard,No,HD,Intel,Celeron,NULL,1.00,Entry,Intel,4,0,0,16,0,16,1.26,Light,Budget,15717.599999999999,No
MSI,Gaming,17.3,1920,1080,Standard,No,"Full HD",Intel,i7,6,2.00,High,NVIDIA,16,128,1024,0,0,1152,4.50,Heavy,Premium,125154.72,No
HP,Gaming,17.3,1920,1080,IPS,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,16,256,1024,0,0,1280,3.78,Heavy,Mid-Range,79813.44,No
LENOVO,Ultrabook,14,1920,1080,IPS,No,"Full HD",Intel,i7,6,2.00,High,Intel,12,256,0,0,0,256,1.40,Medium,Premium,89137.44,No
LENOVO,Notebook,15.6,1366,768,Standard,Yes,HD,Intel,i7,8,1.00,High,Intel,12,0,1024,0,0,1024,2.20,Heavy,Budget,32447.52,No
ASUS,Gaming,17.3,1920,1080,IPS,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,NVIDIA,8,128,1024,0,0,1152,2.73,Heavy,Premium,94305.59999999999,No
ASUS,"2 in 1 Convertible",15.6,1366,768,Standard,Yes,HD,Intel,i5,7,2.00,Upper-Mid,Intel,8,0,1024,0,0,1024,2.20,Heavy,Budget,39373.92,No
LENOVO,Notebook,15.6,1920,1080,Standard,No,"Full HD",AMD,A12-Series,NULL,3.00,Upper-Mid,AMD,12,512,0,0,0,512,2.20,Heavy,Mid-Range,50562.72,No
DELL,"2 in 1 Convertible",11.6,1366,768,Standard,Yes,HD,Intel,"Core M",NULL,1.00,Mid,Intel,4,128,0,0,0,128,1.39,Medium,Budget,32127.84,No
SAMSUNG,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,16,128,1024,0,0,1152,2.50,Heavy,Premium,90522.72,No
LENOVO,Notebook,17.3,1920,1080,Standard,No,"Full HD",Intel,i3,6,2.00,Mid,Intel,4,0,500,0,0,500,2.80,Heavy,Budget,28185.12,No
LENOVO,Notebook,15.6,1366,768,Standard,No,HD,Intel,i3,6,2.00,Mid,Intel,8,0,1024,0,0,1024,2.29,Heavy,Budget,24455.52,No
LENOVO,"2 in 1 Convertible",13.3,1920,1080,IPS,Yes,"Full HD",Intel,i7,7,2.00,High,Intel,8,512,0,0,0,512,1.37,Medium,Premium,107892,No
LENOVO,Notebook,14,1920,1080,IPS,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,Intel,8,256,0,0,0,256,1.70,Medium,Mid-Range,78534.72,No
DELL,"2 in 1 Convertible",12.5,1920,1080,Standard,Yes,"Full HD",Intel,i5,7,2.00,Upper-Mid,Intel,8,256,0,0,0,256,1.34,Medium,Premium,88977.59999999999,No
DELL,Workstation,15.6,1920,1080,Standard,Yes,"Full HD",Intel,i7,7,2.00,High,NVIDIA,8,256,0,0,0,256,2.06,Medium,Premium,93932.64,No
HP,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i7,7,2.00,High,Intel,8,256,0,0,0,256,1.84,Medium,Mid-Range,64948.32,No
HP,Notebook,15.6,1366,768,Standard,No,HD,Intel,i3,7,2.00,Mid,Intel,4,0,500,0,0,500,2.10,Medium,Budget,35616.6144,No
ACER,Notebook,14,1920,1080,Standard,No,"Full HD",Intel,Celeron,NULL,1.00,Entry,Intel,4,0,0,32,0,32,1.60,Medium,Budget,17529.12,No
MSI,Gaming,17.3,1920,1080,Standard,No,"Full HD",Intel,i7,6,2.00,High,NVIDIA,16,128,1024,0,0,1152,4.14,Heavy,Premium,117162.72,No
DELL,Notebook,15.6,1366,768,Standard,No,HD,Intel,i3,6,2.00,Mid,AMD,4,0,1024,0,0,1024,2.18,Medium,Budget,24775.2,No
MSI,Gaming,15.6,3840,2160,Standard,No,UHD,Intel,i7,7,2.00,High,NVIDIA,16,256,2048,0,0,2304,1.80,Medium,Premium,122490.72,No
TOSHIBA,Notebook,15.6,1920,1080,IPS,No,"Full HD",Intel,i7,6,2.00,High,Intel,8,256,0,0,0,256,2.20,Heavy,Mid-Range,74538.72,No
LENOVO,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,Intel,6,0,1024,0,0,1024,2.40,Heavy,Budget,30049.92,No
LENOVO,"2 in 1 Convertible",15.6,1920,1080,IPS,Yes,"Full HD",Intel,i7,7,2.00,High,Intel,8,256,0,0,0,256,2.00,Medium,Mid-Range,69210.72,No
ACER,Notebook,14,1366,768,Standard,No,HD,Intel,Pentium,NULL,1.00,Entry,Intel,4,0,0,128,0,128,1.60,Medium,Budget,18594.719999999998,No
LENOVO,Notebook,15.6,3840,2160,IPS,No,UHD,Intel,Xeon,NULL,3.00,High,NVIDIA,32,1024,0,0,0,1024,2.50,Heavy,Premium,261018.72,Yes
DELL,Gaming,15.6,1920,1080,Standard,No,"Full HD",Intel,i7,6,2.00,High,NVIDIA,16,0,1024,0,0,1024,2.59,Heavy,Mid-Range,46833.652799999996,No
DELL,Notebook,15.6,1366,768,Standard,No,HD,Intel,i3,6,2.00,Mid,Intel,4,0,1024,0,0,1024,2.18,Medium,Budget,23650.992,No
DELL,Notebook,15.6,1366,768,Standard,No,HD,Intel,i3,6,2.00,Mid,Intel,4,0,1024,0,0,1024,2.25,Heavy,Budget,19127.52,No
DELL,Notebook,15.6,1366,768,Standard,No,HD,Intel,i5,7,2.00,Upper-Mid,Intel,4,0,500,0,0,500,1.93,Medium,Mid-Range,46300.32,No
ASUS,Gaming,17.3,1920,1080,Standard,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,8,128,1024,0,0,1152,3.00,Heavy,Mid-Range,62231.04,No
DELL,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,AMD,4,128,0,0,0,128,2.18,Medium,Budget,30316.32,No
HP,Ultrabook,15.6,1920,1080,Standard,No,"Full HD",Intel,i7,7,2.00,High,Intel,8,512,0,0,0,512,1.84,Medium,Mid-Range,74005.92,No
MSI,Gaming,15.6,1920,1080,Standard,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,16,256,1024,0,0,1280,2.94,Heavy,Premium,120831.58080000001,No
ACER,"2 in 1 Convertible",11.6,1366,768,IPS,Yes,HD,Intel,Celeron,NULL,1.00,Entry,Intel,4,0,0,32,0,32,1.25,Light,Budget,20193.12,No
HP,Notebook,14,1366,768,Standard,No,HD,Intel,i5,7,2.00,Upper-Mid,Intel,8,256,0,0,0,256,2.31,Heavy,Mid-Range,59886.72,No
LENOVO,Notebook,14,1920,1080,Standard,No,"Full HD",Intel,i5,6,2.00,Upper-Mid,Intel,8,256,0,0,0,256,1.65,Medium,Mid-Range,78055.2,No
DELL,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i5,8,1.00,Upper-Mid,AMD,4,0,1024,0,0,1024,2.20,Heavy,Mid-Range,41345.28,No
FUJITSU,Notebook,15.6,1366,768,Standard,No,HD,Intel,i5,7,2.00,Upper-Mid,Intel,8,256,0,0,0,256,2.20,Heavy,Mid-Range,42570.72,No
HP,Notebook,15.6,1366,768,Standard,No,HD,Intel,i5,6,2.00,Upper-Mid,Intel,4,0,500,0,0,500,1.88,Medium,Mid-Range,49656.96,No
LENOVO,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,8,0,1024,0,0,1024,2.20,Heavy,Mid-Range,47898.72,No
MEDIACOM,Notebook,14,1920,1080,Standard,No,"Full HD",Intel,Atom,NULL,1.00,Entry,Intel,2,0,0,32,0,32,1.40,Medium,Budget,12733.92,No
LENOVO,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,Intel,4,128,0,0,0,128,2.20,Heavy,Budget,24935.04,No
ASUS,"2 in 1 Convertible",13.3,1920,1080,Standard,Yes,"Full HD",Intel,i5,7,2.00,Upper-Mid,Intel,6,0,1024,0,0,1024,1.50,Medium,Budget,34046.4528,No
