Company,laptop_type,screen_size_inch,display_resolution_width,display_resolution_height,panel_type,is_touchscreen,resolution_class,cpu_brand,cpu_family,cpu_generation,clock_speed_ghz,cpu_tier,gpu_brand,ram_gb,ssd_gb,hdd_gb,flash_gb,hybrid_gb,total_storage_gb,weight_kg,weight_class,price_band,Price,is_price_outlier,cpu_tier_numeric,ssd_indicator,hardware_cluster,cluster,Market_cluster
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,AMD,4,256,0,0,0,256,2.3,Heavy,Budget,31909.392,No,4,1,2,2,2
DELL,Notebook,13.3,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,Mid,Intel,4,128,0,0,0,128,1.65,Medium,Budget,36709.92,No,3,1,2,2,2
HP,Ultrabook,14.0,1920,1080,Standard,0,Full HD,Intel,i7,6.0,2.0,High,Intel,8,256,0,0,0,256,1.43,Medium,Mid-Range,79920.0,No,5,1,0,2,0
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,0,1024,0,0,1024,2.14,Medium,Budget,28768.536,No,4,0,2,1,2
LENOVO,Ultrabook,14.0,1920,1080,IPS,0,Full HD,Intel,i7,8.0,1.0,High,AMD,8,256,0,0,0,256,1.75,Medium,Mid-Range,64755.44640000001,No,5,1,0,2,0
LENOVO,2 in 1 Convertible,15.6,3840,2160,IPS,1,UHD,Intel,i7,7.0,2.0,High,NVIDIA,16,512,0,0,0,512,2.0,Medium,Premium,101178.72,No,5,1,0,0,0
CHUWI,Notebook,12.3,2736,1824,IPS,0,Quad HD+,Intel,Celeron,,1.0,Entry,Intel,6,0,0,64,0,64,1.4,Medium,Budget,23922.72,No,1,0,2,2,2
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,Intel,8,256,0,0,0,256,2.31,Heavy,Mid-Range,76030.56,No,5,1,0,2,0
ASUS,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,7.0,2.0,Mid,NVIDIA,8,0,1024,0,0,1024,2.3,Heavy,Budget,31808.16,No,3,0,2,1,2
DELL,Gaming,17.3,2560,1440,IPS,0,Quad HD+,Intel,i7,7.0,2.0,High,NVIDIA,16,256,1024,0,0,1280,4.42,Heavy,Premium,149130.72,Yes,5,1,1,1,1
DELL,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,128,1024,0,0,1152,2.62,Heavy,Mid-Range,61751.52,No,5,1,0,1,0
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,8.0,1.0,High,AMD,8,256,2048,0,0,2304,2.02,Medium,Mid-Range,60867.072,No,5,1,0,1,0
DELL,Ultrabook,14.0,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,Intel,8,256,0,0,0,256,1.6,Medium,Mid-Range,58554.72,No,5,1,0,2,0
HP,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,12,256,1024,0,0,1280,3.35,Heavy,Premium,106506.72,No,5,1,0,1,0
MEDIACOM,2 in 1 Convertible,11.6,1920,1080,IPS,1,Full HD,Intel,Celeron,,1.0,Entry,Intel,4,32,0,0,0,32,1.16,Light,Budget,15930.72,No,1,1,2,0,2
SAMSUNG,Netbook,11.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,Entry,Intel,4,0,0,16,0,16,1.15,Light,Budget,14332.32,No,1,0,2,2,2
LENOVO,Notebook,13.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,Intel,8,256,0,0,0,256,1.4,Medium,Mid-Range,53812.8,No,5,1,2,2,2
LENOVO,Notebook,14.0,1920,1080,IPS,0,Full HD,Intel,i3,7.0,2.0,Mid,Intel,4,128,0,0,0,128,1.7,Medium,Budget,31914.72,No,3,1,2,2,2
LENOVO,Workstation,15.6,3840,2160,IPS,0,UHD,Intel,i7,7.0,2.0,High,NVIDIA,16,512,0,0,0,512,2.3,Heavy,Premium,130269.6,No,5,1,1,1,1
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,16,512,0,0,0,512,2.5,Heavy,Premium,130482.72,No,5,1,1,1,1
ASUS,Gaming,17.3,1920,1080,Standard,0,Full HD,AMD,Ryzen,1.0,3.0,High,AMD,8,256,1024,0,0,1280,3.2,Heavy,Premium,90309.6,No,5,1,0,1,0
HP,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,Entry,Intel,4,0,500,0,0,500,2.1,Medium,Budget,18488.16,No,1,0,2,2,2
GOOGLE,Ultrabook,12.3,2400,1600,Standard,1,Quad HD,Intel,i7,,1.0,High,Intel,16,512,0,0,0,512,1.1,Light,Premium,117162.72,No,5,1,1,0,1
LENOVO,Ultrabook,14.0,2560,1440,Standard,0,Quad HD+,Intel,i7,7.0,2.0,High,Intel,24,512,0,0,0,512,1.32,Medium,Premium,126912.96,No,5,1,1,2,1
ASUS,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,4,256,0,0,0,256,2.0,Medium,Budget,29783.52,No,4,1,2,2,2
LENOVO,Notebook,17.3,1600,900,Standard,0,HD+,AMD,A6-Series,,2.0,Entry,AMD,8,0,1024,0,0,1024,2.8,Heavy,Budget,27652.32,No,1,0,2,1,2
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,Upper-Mid,AMD,4,256,0,0,0,256,2.2,Heavy,Budget,39906.72,No,4,1,2,2,2
LENOVO,Ultrabook,12.5,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,1.36,Medium,Mid-Range,76137.12,No,4,1,0,2,0
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,Pentium,,1.0,Entry,Intel,4,128,0,0,0,128,2.2,Heavy,Budget,18594.72,No,1,1,2,2,2
HP,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,128,1024,0,0,1152,2.2,Heavy,Mid-Range,58554.72,No,5,1,0,1,0
DELL,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,NVIDIA,8,256,0,0,0,256,1.64,Medium,Mid-Range,62817.12,No,4,1,0,2,0
ACER,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,4,0,500,0,0,500,2.4,Heavy,Budget,23539.104,No,4,0,2,2,2
DELL,Workstation,15.6,1920,1080,Standard,0,Full HD,Intel,Xeon,,3.0,High,NVIDIA,8,0,1024,64,0,1088,2.23,Heavy,Premium,106187.04,No,5,0,0,1,0
MSI,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,NVIDIA,8,256,0,0,0,256,2.2,Heavy,Mid-Range,54757.9872,No,4,1,2,2,2
MICROSOFT,Ultrabook,13.5,2256,1504,Standard,1,Quad HD,Intel,i7,7.0,2.0,High,Intel,16,512,0,0,0,512,1.25,Light,Premium,137941.91999999998,Yes,5,1,1,0,1
HP,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,128,0,0,0,128,1.91,Medium,Budget,31381.92,No,4,1,2,2,2
DELL,Workstation,15.6,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,High,NVIDIA,16,256,0,0,0,256,2.17,Medium,Premium,105228.0,No,5,1,0,1,0
HP,Workstation,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,Intel,8,512,0,0,0,512,2.31,Heavy,Premium,81731.52,No,5,1,0,1,0
LENOVO,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,1.65,Medium,Mid-Range,71661.59999999999,No,4,1,0,2,0
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,8.0,1.0,High,AMD,8,128,1024,0,0,1152,2.36,Heavy,Mid-Range,52161.12,No,5,1,2,1,2
DELL,2 in 1 Convertible,11.6,1366,768,Standard,1,HD,Intel,Pentium,,1.0,Entry,Intel,4,0,500,0,0,500,1.47,Medium,Budget,25521.12,No,1,0,2,0,2
DELL,Notebook,17.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,0,1024,0,0,1024,4.42,Heavy,Premium,109010.88,No,5,0,0,1,0
MICROSOFT,Ultrabook,13.5,2256,1504,Standard,1,Quad HD,Intel,Core M,,2.0,Mid,Intel,4,128,0,0,0,128,1.25,Light,Mid-Range,52693.92,No,3,1,2,0,2
MICROSOFT,Ultrabook,13.5,2256,1504,Standard,1,Quad HD,Intel,i7,7.0,2.0,High,Intel,8,256,0,0,0,256,1.25,Light,Premium,95850.72,No,5,1,0,0,0
HP,Notebook,17.3,1600,900,Standard,0,HD+,Intel,i3,6.0,2.0,Mid,Intel,8,256,0,0,0,256,2.5,Heavy,Budget,34093.872,No,3,1,2,2,2
ACER,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,Mid,NVIDIA,4,0,1024,0,0,1024,2.23,Heavy,Budget,28984.32,No,3,0,2,1,2
ACER,Netbook,11.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,Entry,Intel,4,128,0,0,0,128,1.4,Medium,Budget,23176.8,No,1,1,2,2,2
ASUS,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,0,1024,0,0,1024,2.37,Heavy,Budget,39906.72,No,4,0,2,1,2
LENOVO,Notebook,14.0,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,AMD,8,512,0,0,0,512,1.5,Medium,Mid-Range,42570.72,No,5,1,2,2,2
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,256,0,0,0,256,2.67,Heavy,Premium,111355.2,No,5,1,1,2,1
ASUS,Notebook,15.6,1366,768,Standard,0,HD,Intel,Pentium,,1.0,Entry,Intel,4,0,500,0,0,500,2.0,Medium,Budget,16197.12,No,1,0,2,2,2
ACER,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,Mid,NVIDIA,4,0,500,0,0,500,2.2,Heavy,Budget,24988.32,No,3,0,2,2,2
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,Upper-Mid,AMD,8,0,2048,0,0,2048,2.02,Medium,Mid-Range,40439.52,No,4,0,2,1,2
HP,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,12,0,1024,0,0,1024,3.78,Heavy,Premium,90522.72,No,5,0,0,1,0
LENOVO,Ultrabook,14.0,2560,1440,IPS,0,Quad HD+,Intel,i7,6.0,2.0,High,Intel,12,256,0,0,0,256,1.4,Medium,Premium,98994.24,No,5,1,0,2,0
HP,2 in 1 Convertible,13.3,3840,2160,IPS,1,UHD,Intel,i7,8.0,1.0,High,Intel,8,512,0,0,0,512,1.29,Light,Premium,106506.72,No,5,1,0,0,0
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,AMD,8,0,500,0,0,500,1.9,Medium,Mid-Range,61485.12,No,4,0,0,2,0
GOOGLE,Ultrabook,12.3,2400,1600,Standard,1,Quad HD,Intel,i5,,1.0,Upper-Mid,Intel,8,128,0,0,0,128,1.1,Light,Mid-Range,67932.0,No,4,1,0,0,0
DELL,Ultrabook,13.3,1920,1080,Standard,1,Full HD,Intel,i5,8.0,1.0,Upper-Mid,Intel,8,256,0,0,0,256,1.42,Medium,Premium,98133.768,No,4,1,0,0,0
ASUS,Notebook,15.6,3840,2160,IPS,0,UHD,Intel,i7,6.0,2.0,High,Intel,12,128,1024,0,0,1152,2.06,Medium,Mid-Range,69210.72,No,5,1,0,1,0
DELL,Notebook,14.0,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,Mid,Intel,8,128,0,0,0,128,1.79,Medium,Budget,39427.2,No,3,1,2,2,2
DELL,Workstation,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,256,0,0,0,256,1.78,Medium,Premium,128298.24,No,5,1,1,2,1
LENOVO,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,180,0,0,0,180,1.7,Medium,Mid-Range,72673.92,No,4,1,0,2,0
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,Upper-Mid,AMD,8,0,1024,0,0,1024,2.2,Heavy,Budget,35964.0,No,4,0,2,1,2
TOSHIBA,Notebook,13.3,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,1.05,Light,Premium,89084.16,No,4,1,0,2,0
DELL,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,8.0,1.0,High,NVIDIA,8,512,0,0,0,512,2.16,Medium,Mid-Range,67239.36,No,5,1,0,2,0
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,7.0,2.0,Mid,Intel,4,0,1024,0,0,1024,2.18,Medium,Budget,31254.048,No,3,0,2,1,2
HP,Notebook,13.3,1920,1080,IPS,0,Full HD,Intel,i5,8.0,1.0,Upper-Mid,Intel,4,128,0,0,0,128,1.49,Medium,Budget,38681.28,No,4,1,2,2,2
CHUWI,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,Atom,,1.0,Entry,Intel,4,0,0,64,0,64,1.89,Medium,Budget,13261.392000000002,No,1,0,2,2,2
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,Mid,Intel,4,128,0,0,0,128,2.3,Heavy,Budget,30103.2,No,3,1,2,2,2
LENOVO,Notebook,14.0,1920,1080,IPS,0,Full HD,Intel,i5,8.0,1.0,Upper-Mid,Intel,8,256,0,0,0,256,1.75,Medium,Mid-Range,55890.72,No,4,1,2,2,2
DELL,Workstation,15.6,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,High,NVIDIA,16,512,0,0,0,512,2.17,Medium,Premium,124568.64,No,5,1,1,1,1
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,16,512,0,0,0,512,2.06,Medium,Premium,101178.72,No,5,1,0,1,0
LENOVO,Ultrabook,12.5,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,Intel,16,512,0,0,0,512,1.36,Medium,Premium,95797.44,No,5,1,0,2,0
ASUS,Ultrabook,12.5,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,Intel,16,512,0,0,0,512,0.91,Light,Premium,103896.0,No,5,1,0,2,0
LENOVO,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,NVIDIA,8,256,0,0,0,256,2.3,Heavy,Mid-Range,53918.82719999999,No,4,1,2,2,2
TOSHIBA,Ultrabook,13.3,1920,1080,Standard,1,Full HD,Intel,i7,7.0,2.0,High,Intel,32,512,0,0,0,512,1.05,Light,Premium,149130.72,Yes,5,1,1,0,1
ASUS,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,128,1024,0,0,1152,1.99,Medium,Mid-Range,71928.0,No,5,1,0,1,0
ACER,Notebook,15.6,1366,768,Standard,0,HD,AMD,A10-Series,,2.0,Upper-Mid,AMD,8,0,1024,0,0,1024,2.2,Heavy,Budget,30849.12,No,4,0,2,1,2
ASUS,Gaming,17.3,1920,1080,IPS,1,Full HD,Intel,i7,6.0,2.0,High,NVIDIA,24,256,1024,0,0,1280,4.33,Heavy,Mid-Range,67612.31999999999,No,5,1,0,1,0
LENOVO,Ultrabook,12.5,1366,768,IPS,0,HD,Intel,i5,6.0,2.0,Upper-Mid,Intel,8,180,0,0,0,180,1.3,Medium,Mid-Range,58554.72,No,4,1,0,2,0
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,8.0,1.0,High,Intel,8,256,0,0,0,256,2.17,Medium,Mid-Range,47893.39199999999,No,5,1,2,2,2
HP,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,Intel,8,1024,0,0,0,1024,1.48,Medium,Premium,93186.72,No,5,1,0,2,0
LENOVO,Notebook,13.3,1920,1080,IPS,0,Full HD,Intel,i3,7.0,2.0,Mid,Intel,8,256,0,0,0,256,1.4,Medium,Mid-Range,50562.72,No,3,1,2,2,2
LENOVO,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,2.3,Heavy,Mid-Range,48538.08,No,4,1,2,2,2
ASUS,Netbook,11.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,Entry,Intel,4,0,0,64,0,64,1.2,Light,Budget,18115.2,No,1,0,2,2,2
HP,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,Upper-Mid,AMD,8,256,0,0,0,256,1.91,Medium,Budget,32979.7872,No,4,1,2,2,2
LENOVO,2 in 1 Convertible,13.9,1920,1080,IPS,1,Full HD,Intel,i5,8.0,1.0,Upper-Mid,Intel,8,256,0,0,0,256,1.4,Medium,Premium,85194.72,No,4,1,0,0,0
LENOVO,Notebook,14.0,1366,768,Standard,0,HD,Intel,Celeron,,1.0,Entry,Intel,4,0,500,0,0,500,2.1,Medium,Budget,15930.72,No,1,0,2,2,2
LENOVO,Netbook,11.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,Entry,Intel,4,16,0,0,0,16,1.25,Light,Budget,14119.2,No,1,1,2,2,2
LENOVO,Notebook,13.3,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,1.44,Medium,Mid-Range,50562.72,No,4,1,2,2,2
ASUS,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,Intel,8,256,1024,0,0,1280,2.0,Medium,Mid-Range,65214.72,No,5,1,0,1,0
ACER,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i5,8.0,1.0,Upper-Mid,NVIDIA,4,0,1024,0,0,1024,2.2,Heavy,Budget,32660.64,No,4,0,2,1,2
HP,Ultrabook,13.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,Intel,8,512,0,0,0,512,1.34,Medium,Mid-Range,70489.44,No,5,1,0,2,0
LENOVO,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,256,1024,0,0,1280,2.4,Heavy,Mid-Range,61218.72,No,5,1,0,1,0
DELL,Ultrabook,13.3,1920,1080,IPS,1,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,128,0,0,0,128,1.29,Light,Mid-Range,47898.72,No,4,1,2,0,2
ACER,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,4,0,500,0,0,500,2.2,Heavy,Budget,34045.92,No,5,0,2,2,2
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,0,1024,0,0,1024,2.18,Medium,Mid-Range,44542.08,No,4,0,2,1,2
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,8.0,1.0,High,AMD,16,256,2048,0,0,2304,2.2,Heavy,Mid-Range,64961.10719999999,No,5,1,0,1,0
XIAOMI,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,8.0,1.0,High,NVIDIA,16,256,0,0,0,256,1.95,Medium,Mid-Range,74589.336,No,5,1,0,2,0
ASUS,Netbook,11.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,Entry,Intel,2,0,0,32,0,32,1.1,Light,Budget,13053.6,No,1,0,2,2,2
HP,Notebook,15.6,1366,768,Standard,1,HD,Intel,i5,8.0,1.0,Upper-Mid,Intel,4,0,1024,0,0,1024,2.04,Medium,Budget,27783.9216,No,4,0,2,0,2
ASUS,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,24,512,0,0,0,512,2.24,Heavy,Premium,158135.04,Yes,5,1,1,1,1
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,NVIDIA,8,256,0,0,0,256,2.04,Medium,Mid-Range,47365.92,No,4,1,2,2,2
ASUS,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,16,256,1024,0,0,1280,3.0,Heavy,Premium,80133.12,No,5,1,0,1,0
LENOVO,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,256,1024,0,0,1280,3.2,Heavy,Mid-Range,74538.72,No,5,1,0,1,0
HP,Ultrabook,13.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,Intel,8,256,0,0,0,256,1.32,Medium,Mid-Range,74538.72,No,5,1,0,2,0
DELL,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,1.64,Medium,Mid-Range,68184.0144,No,4,1,0,2,0
HP,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,Mid,Intel,4,128,0,0,0,128,1.63,Medium,Budget,36709.92,No,3,1,2,2,2
DELL,Notebook,17.3,1920,1080,IPS,0,Full HD,Intel,i5,8.0,1.0,Upper-Mid,AMD,8,128,1024,0,0,1152,2.8,Heavy,Mid-Range,47365.92,No,4,1,2,1,2
LENOVO,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,2.02,Medium,Mid-Range,71395.2,No,4,1,0,2,0
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,4,0,1024,0,0,1024,2.2,Heavy,Mid-Range,42570.72,No,5,0,2,1,2
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,Mid,NVIDIA,8,0,2048,0,0,2048,2.2,Heavy,Budget,24455.52,No,3,0,2,1,2
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,AMD,4,0,500,0,0,500,2.3,Heavy,Budget,31168.8,No,4,0,2,2,2
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,1.9,Medium,Mid-Range,73366.56,No,4,1,0,2,0
DELL,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,16,128,1024,0,0,1152,4.42,Heavy,Premium,160520.3856,Yes,5,1,1,1,1
TOSHIBA,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,0,500,0,0,500,2.0,Medium,Mid-Range,45820.8,No,4,0,2,2,2
ASUS,Notebook,15.6,3840,2160,IPS,0,UHD,Intel,i7,7.0,2.0,High,NVIDIA,8,256,1024,0,0,1280,2.0,Medium,Mid-Range,69210.72,No,5,1,0,1,0
MEDIACOM,Notebook,13.3,1920,1080,IPS,0,Full HD,Intel,Celeron,,1.0,Entry,Intel,4,32,0,0,0,32,1.2,Light,Budget,19660.32,No,1,1,2,2,2
ASUS,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,NVIDIA,8,128,1024,0,0,1152,2.3,Heavy,Premium,87858.72,No,4,1,0,1,0
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,256,0,0,0,256,1.93,Medium,Mid-Range,72940.31999999999,No,5,1,0,2,0
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,Upper-Mid,AMD,8,256,0,0,0,256,2.2,Heavy,Mid-Range,42486.0048,No,4,1,2,2,2
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,Pentium,,1.0,Entry,Intel,4,256,0,0,0,256,1.86,Medium,Budget,21258.1872,No,1,1,2,2,2
HP,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,12,0,1024,0,0,1024,2.62,Heavy,Premium,95850.72,No,5,0,0,1,0
LENOVO,Notebook,14.0,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,256,0,0,0,256,1.87,Medium,Mid-Range,45767.52,No,5,1,2,2,2
DELL,Ultrabook,13.3,3200,1800,Standard,1,Quad HD+,Intel,i7,8.0,1.0,High,Intel,8,256,0,0,0,256,1.2,Light,Mid-Range,74538.72,No,5,1,0,0,0
DELL,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,Mid,Intel,4,128,0,0,0,128,1.6,Medium,Budget,39207.1536,No,3,1,2,2,2
HP,Ultrabook,13.3,3200,1800,IPS,0,Quad HD+,Intel,i7,7.0,2.0,High,Intel,8,256,0,0,0,256,1.34,Medium,Mid-Range,61005.6,No,5,1,0,2,0
ACER,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,NVIDIA,8,0,1024,0,0,1024,2.4,Heavy,Mid-Range,42517.44,No,4,0,2,1,2
ASUS,Notebook,15.6,1366,768,Standard,0,HD,AMD,E-Series,,1.0,Entry,AMD,4,0,500,0,0,500,2.0,Medium,Budget,18594.72,No,1,0,2,2,2
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,7.0,2.0,Mid,Intel,4,128,0,0,0,128,2.1,Medium,Budget,37589.04,No,3,1,2,2,2
LENOVO,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,4,0,500,0,0,500,1.87,Medium,Mid-Range,41824.8,No,4,0,2,2,2
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,Upper-Mid,Intel,4,0,1024,0,0,1024,2.15,Medium,Budget,24634.008,No,4,0,2,1,2
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,Mid,Intel,4,0,500,0,0,500,1.86,Medium,Budget,21152.16,No,3,0,2,2,2
LENOVO,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,Intel,8,512,0,0,0,512,1.99,Medium,Premium,92121.12,No,5,1,0,2,0
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,Mid,Intel,4,128,0,0,0,128,2.2,Heavy,Budget,26586.72,No,3,1,2,2,2
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,1.9,Medium,Mid-Range,59513.2272,No,4,1,0,2,0
DELL,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,16,256,1024,0,0,1280,4.42,Heavy,Premium,143802.72,Yes,5,1,1,1,1
HP,Notebook,17.3,1600,900,Standard,0,HD+,Intel,i3,6.0,2.0,Mid,Intel,8,0,1024,0,0,1024,2.65,Heavy,Budget,28992.312,No,3,0,2,1,2
HP,Notebook,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,0,1024,0,0,1024,2.63,Heavy,Mid-Range,68198.4,No,5,0,0,1,0
