Company,laptop_type,screen_size_inch,display_resolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,display_resolution_width,display_resolution_height,panel_type,is_touchscreen,resolution_class,cpu_brand,cpu_family,cpu_model,cpu_generation,clock_speed_ghz,cpu_tier,gpu_brand,price_band,ram_gb,ssd_gb,hdd_gb,flash_gb,hybrid_gb,total_storage_gb,weight_kg,weight_class,suspect_flag,data_quality_score,data_quality_category,is_price_outlier
ACER,Notebook,15.6,1366x768,"Intel Core i3 6006U 2GHz",4GB,"500GB HDD","Intel HD Graphics 520",Windows,2.4kg,21887.424,1366,768,NULL,No,HD,Intel,i3,6006U,6,2.00,Mid,Intel,Budget,4,0,500,0,0,500,2.40,Heavy,No,14,Excellent,No
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"128GB SSD +  1TB HDD","Nvidia GeForce 940MX",Windows,2.0kg,64308.96,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,NVIDIA,Mid-Range,8,128,1024,0,0,1152,2.00,Medium,No,14,Excellent,No
DELL,Notebook,15.6,1366x768,"Intel Core i3 6006U 2GHz",8GB,"256GB SSD","Intel HD Graphics 520",Windows,2kg,35431.2,1366,768,NULL,No,HD,Intel,i3,6006U,6,2.00,Mid,Intel,Budget,8,256,0,0,0,256,2.00,Medium,No,14,Excellent,No
TOSHIBA,Notebook,14,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.25kg,81784.8,1920,1080,NULL,Yes,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Premium,8,256,0,0,0,256,1.25,Light,No,14,Excellent,No
LENOVO,"2 in 1 Convertible",14,"Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.7kg,53226.72,1920,1080,NULL,Yes,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.70,Medium,No,14,Excellent,No
LENOVO,Workstation,15.6,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7600U 2.8GHz",16GB,"1TB SSD","Nvidia Quadro M520M",Windows,2.5kg,175770.72,3840,2160,NULL,No,UHD,Intel,i7,7600U,7,2.00,High,NVIDIA,Premium,16,1024,0,0,0,1024,2.50,Heavy,No,14,Excellent,Yes
ACER,Notebook,14,1366x768,"Intel Celeron Dual Core N3060 1.6GHz",2GB,"32GB Flash Storage","Intel HD Graphics 400","Chrome OS",1.68kg,17582.399999999998,1366,768,NULL,No,HD,Intel,Celeron,3060,NULL,1.00,Entry,Intel,Budget,2,0,0,32,0,32,1.68,Medium,No,14,Excellent,No
SAMSUNG,Ultrabook,13.3,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16GB,"256GB SSD","Intel HD Graphics 620",Windows,0.81kg,87858.72,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,Intel,Premium,16,256,0,0,0,256,0.81,Light,No,14,Excellent,No
HP,Notebook,15.6,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",8GB,"256GB SSD","Intel HD Graphics 520",Windows,1.86kg,28717.92,1920,1080,NULL,No,"Full HD",Intel,i3,6006U,6,2.00,Mid,Intel,Budget,8,256,0,0,0,256,1.86,Medium,No,14,Excellent,No
DELL,Notebook,14,1366x768,"Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.6kg,60031.1088,1366,768,NULL,No,HD,Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.60,Medium,No,14,Excellent,No
HP,Workstation,17.3,"IPS Panel Full HD 1920x1080","Intel Xeon E3-1535M v5 2.9GHz",16GB,"256GB SSD","Nvidia Quadro M2000M",Windows,3kg,233845.91999999998,1920,1080,NULL,No,"Full HD",Intel,Xeon,E3-1535M,NULL,2.00,High,NVIDIA,Premium,16,256,0,0,0,256,3.00,Heavy,No,14,Excellent,Yes
LENOVO,Netbook,11.6,"Touchscreen 1366x768","Intel Celeron Dual Core N3060 1.6GHz",4GB,"128GB SSD","Intel HD Graphics 400",Windows,1.4kg,25308,1366,768,NULL,Yes,HD,Intel,Celeron,3060,NULL,1.00,Entry,Intel,Budget,4,128,0,0,0,128,1.40,Medium,No,14,Excellent,No
HP,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 6300U 2.4GHz",8GB,"256GB SSD","Intel HD Graphics 520",Windows,1.84kg,101232,1920,1080,NULL,No,"Full HD",Intel,i5,6300U,6,2.00,Upper-Mid,Intel,Premium,8,256,0,0,0,256,1.84,Medium,No,14,Excellent,No
ASUS,Notebook,15.6,1366x768,"Intel Core i5 6300HQ 2.3GHz",4GB,"1TB HDD","Nvidia GeForce GTX 950M","Not Specified",2.45kg,30849.12,1366,768,NULL,No,HD,Intel,i5,6300HQ,6,2.00,Upper-Mid,NVIDIA,Budget,4,0,1024,0,0,1024,2.45,Heavy,No,14,Excellent,No
LENOVO,Ultrabook,14,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",4GB,"180GB SSD","Intel HD Graphics 520",Windows,1.7kg,58394.88,1920,1080,NULL,No,"Full HD",Intel,i5,6200U,6,2.00,Upper-Mid,Intel,Mid-Range,4,180,0,0,0,180,1.70,Medium,No,14,Excellent,No
ASUS,Notebook,15.6,1366x768,"Intel Core i7 7500U 2.7GHz",4GB,"256GB SSD","Intel HD Graphics 620",Windows,2.37kg,45282.672,1366,768,NULL,No,HD,Intel,i7,7500U,7,2.00,High,Intel,Mid-Range,4,256,0,0,0,256,2.37,Heavy,No,14,Excellent,No
LENOVO,"2 in 1 Convertible",13.3,"IPS Panel Quad HD+ / Touchscreen 3200x1800","Intel Core i5 6260U 1.8GHz",8GB,"256GB SSD","Intel HD Graphics 540",Windows,1.3kg,63882.72,3200,1800,NULL,Yes,"Quad HD+",Intel,i5,6260U,6,1.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.30,Medium,No,14,Excellent,No
HP,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050",Windows,2.2kg,58554.72,1920,1080,NULL,No,"Full HD",Intel,i5,7300HQ,7,2.00,Upper-Mid,NVIDIA,Mid-Range,8,128,1024,0,0,1152,2.20,Heavy,No,14,Excellent,No
HP,Workstation,15.6,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",8GB,"256GB SSD","Nvidia Quadro M1000M",Windows,2.59kg,83170.08,1920,1080,NULL,No,"Full HD",Intel,i7,6700HQ,6,2.00,High,NVIDIA,Premium,8,256,0,0,0,256,2.59,Heavy,No,14,Excellent,No
DELL,Gaming,15.6,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070",Windows,4.42kg,152859.7872,3840,2160,NULL,No,UHD,Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,16,256,1024,0,0,1280,4.42,Heavy,No,14,Excellent,Yes
ACER,Notebook,15.6,1366x768,"Intel Core i5 7200U 2.5GHz",4GB,"256GB SSD","Intel HD Graphics 620",Windows,2.1kg,31914.719999999998,1366,768,NULL,No,HD,Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Budget,4,256,0,0,0,256,2.10,Medium,No,14,Excellent,No
LENOVO,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050",Windows,2.5kg,55837.439999999995,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Mid-Range,8,128,1024,0,0,1152,2.50,Heavy,No,14,Excellent,No
DELL,Ultrabook,12.5,"Full HD 1920x1080","Intel Core i7 7600U 2.8GHz",16GB,"256GB SSD","Intel HD Graphics 620",Windows,1.18kg,99047.51999999999,1920,1080,NULL,No,"Full HD",Intel,i7,7600U,7,2.00,High,Intel,Premium,16,256,0,0,0,256,1.18,Light,No,14,Excellent,No
GOOGLE,Ultrabook,12.3,"Touchscreen 2400x1600","Intel Core i5 7Y57 1.2GHz",8GB,"256GB SSD","Intel HD Graphics 615","Chrome OS",1.1kg,83063.52,2400,1600,NULL,Yes,"Quad HD",Intel,i5,NULL,NULL,1.00,Upper-Mid,Intel,Premium,8,256,0,0,0,256,1.10,Light,No,12,Good,No
ASUS,Ultrabook,13.3,"IPS Panel Quad HD+ 3200x1800","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.2kg,60153.119999999995,3200,1800,NULL,No,"Quad HD+",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.20,Light,No,14,Excellent,No
DELL,Notebook,13.3,1366x768,"Intel Core i3 6006U 2GHz",4GB,"500GB HDD","Intel HD Graphics 520",Windows,1.65kg,45234.72,1366,768,NULL,No,HD,Intel,i3,6006U,6,2.00,Mid,Intel,Mid-Range,4,0,500,0,0,500,1.65,Medium,No,14,Excellent,No
ACER,Notebook,13.3,1366x768,"Intel Core i5 6200U 2.3GHz",4GB,"128GB SSD","Intel HD Graphics 520",Windows,1.6kg,34898.4,1366,768,NULL,No,HD,Intel,i5,6200U,6,2.00,Upper-Mid,Intel,Budget,4,128,0,0,0,128,1.60,Medium,No,14,Excellent,No
ASUS,Notebook,17.3,1366x768,"Intel Pentium Quad Core N4200 1.1GHz",4GB,"1TB HDD","Nvidia GeForce 920MX",Windows,2.8kg,25059.715199999995,1366,768,NULL,No,HD,Intel,Pentium,4200,NULL,1.00,Entry,NVIDIA,Budget,4,0,1024,0,0,1024,2.80,Heavy,No,14,Excellent,No
DELL,Gaming,15.6,"IPS Panel Touchscreen / 4K Ultra HD 3840x2160","Intel Core i7 6700HQ 2.6GHz",16GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 960M",Windows,2.72kg,58554.72,3840,2160,NULL,Yes,UHD,Intel,i7,6700HQ,6,2.00,High,NVIDIA,Mid-Range,16,128,1024,0,0,1152,2.72,Heavy,No,14,Excellent,No
SAMSUNG,Ultrabook,13.3,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.31kg,85194.72,1920,1080,NULL,Yes,"Full HD",Intel,i7,7500U,7,2.00,High,Intel,Premium,8,256,0,0,0,256,1.31,Medium,No,14,Excellent,No
ACER,Notebook,15.6,1366x768,"Intel Pentium Quad Core N4200 1.1GHz",4GB,"1TB HDD","Intel HD Graphics 505",Linux,2.1kg,15877.439999999999,1366,768,NULL,No,HD,Intel,Pentium,4200,NULL,1.00,Entry,Intel,Budget,4,0,1024,0,0,1024,2.10,Medium,No,14,Excellent,No
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16GB,"256GB SSD","AMD Radeon R7 M445",Windows,2.3kg,62938.065599999994,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,AMD,Mid-Range,16,256,0,0,0,256,2.30,Heavy,No,14,Excellent,No
SAMSUNG,"2 in 1 Convertible",15,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",16GB,"256GB SSD","AMD Radeon 540",Windows,1.71kg,95850.72,1920,1080,NULL,Yes,"Full HD",Intel,i7,7500U,7,2.00,High,AMD,Premium,16,256,0,0,0,256,1.71,Medium,No,14,Excellent,No
TOSHIBA,Notebook,14,"IPS Panel 1366x768","Intel Core i5 6200U 2.3GHz",4GB,"128GB SSD","Intel HD Graphics 520",Windows,1.75kg,54345.6,1366,768,NULL,No,HD,Intel,i5,6200U,6,2.00,Upper-Mid,Intel,Mid-Range,4,128,0,0,0,128,1.75,Medium,No,14,Excellent,No
DELL,Gaming,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8GB,"1TB HDD","Nvidia GeForce GTX 1050",Windows,2.62kg,58554.72,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Mid-Range,8,0,1024,0,0,1024,2.62,Heavy,No,14,Excellent,No
HP,Ultrabook,12.5,1366x768,"Intel Core i5 6200U 2.3GHz",4GB,"256GB SSD","Intel HD Graphics 520",Windows,1.26kg,66280.31999999999,1366,768,NULL,No,HD,Intel,i5,6200U,6,2.00,Upper-Mid,Intel,Mid-Range,4,256,0,0,0,256,1.26,Light,No,14,Excellent,No
ASUS,"2 in 1 Convertible",15.6,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",12GB,"2TB HDD","Nvidia GeForce 940MX",Windows,2.3kg,44701.92,1920,1080,NULL,Yes,"Full HD",Intel,i7,7500U,7,2.00,High,NVIDIA,Mid-Range,12,0,2048,0,0,2048,2.30,Heavy,No,14,Excellent,No
LENOVO,Notebook,15.6,"4K Ultra HD 3840x2160","Intel Core i7 6820HQ 2.7GHz",16GB,"512GB SSD","Nvidia Quadro M2000M",Windows,2.5kg,126273.59999999999,3840,2160,NULL,No,UHD,Intel,i7,6820HQ,6,2.00,High,NVIDIA,Premium,16,512,0,0,0,512,2.50,Heavy,No,14,Excellent,No
ACER,Notebook,14,"IPS Panel Full HD 1920x1080","Intel Core i3 7100U 2.4GHz",4GB,"128GB SSD","Intel HD Graphics 620",Windows,1.8kg,33886.08,1920,1080,NULL,No,"Full HD",Intel,i3,7100U,7,2.00,Mid,Intel,Budget,4,128,0,0,0,128,1.80,Medium,No,14,Excellent,No
RAZER,Gaming,14,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"512GB SSD","Nvidia GeForce GTX 1060",Windows,1.95kg,154458.72,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,16,512,0,0,0,512,1.95,Medium,No,14,Excellent,Yes
ASUS,Notebook,15.6,1920x1080,"Intel Pentium Dual Core N4200 1.1GHz",8GB,"128GB SSD","Intel HD Graphics 505",Windows,2kg,31003.631999999998,1920,1080,NULL,No,"Full HD",Intel,Pentium,4200,NULL,1.00,Entry,Intel,Budget,8,128,0,0,0,128,2.00,Medium,No,14,Excellent,No
DELL,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",32GB,"1TB SSD +  1TB HDD","Nvidia GeForce GTX 1070M",Windows,4.42kg,191211.264,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,32,1024,1024,0,0,2048,4.42,Heavy,No,14,Excellent,Yes
ASUS,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070",Windows,4.3kg,125208,1920,1080,NULL,No,"Full HD",Intel,i7,6700HQ,6,2.00,High,NVIDIA,Premium,16,256,1024,0,0,1280,4.30,Heavy,No,14,Excellent,No
TOSHIBA,Ultrabook,14,"IPS Panel Full HD 1920x1080","Intel Core i7 6600U 2.6GHz",16GB,"512GB SSD","Nvidia GeForce 930M",Windows,1.47kg,93985.92,1920,1080,NULL,No,"Full HD",Intel,i7,6600U,6,2.00,High,NVIDIA,Premium,16,512,0,0,0,512,1.47,Medium,No,14,Excellent,No
LENOVO,Notebook,15.6,1366x768,"Intel Celeron Quad Core N3710 1.6GHz",8GB,"1TB HDD","Intel HD Graphics 405","Not Specified",2.2kg,17529.12,1366,768,NULL,No,HD,Intel,Celeron,3710,NULL,1.00,Entry,Intel,Budget,8,0,1024,0,0,1024,2.20,Heavy,No,14,Excellent,No
LENOVO,Ultrabook,14,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16GB,"512GB SSD","Intel HD Graphics 620",Windows,1.7kg,122490.72,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,Intel,Premium,16,512,0,0,0,512,1.70,Medium,No,14,Excellent,No
MSI,Gaming,14,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060",Windows,1.6kg,100752.48,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,16,256,1024,0,0,1280,1.60,Medium,No,14,Excellent,No
MSI,Gaming,15.6,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050",Windows,2.2kg,58021.92,1920,1080,NULL,No,"Full HD",Intel,i5,7300HQ,7,2.00,Upper-Mid,NVIDIA,Mid-Range,8,128,1024,0,0,1152,2.20,Heavy,No,14,Excellent,No
LENOVO,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",4GB,"1TB HDD","Nvidia GeForce GTX 1050",Windows,2.4kg,53226.72,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Mid-Range,4,0,1024,0,0,1024,2.40,Heavy,No,14,Excellent,No
ACER,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060",Windows,4.2kg,122490.72,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,16,256,1024,0,0,1280,4.20,Heavy,No,14,Excellent,No
DELL,Gaming,15.6,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8GB,"256GB SSD","Nvidia GeForce GTX 1050",Windows,2.62kg,52480.799999999996,1920,1080,NULL,No,"Full HD",Intel,i5,7300HQ,7,2.00,Upper-Mid,NVIDIA,Mid-Range,8,256,0,0,0,256,2.62,Heavy,No,14,Excellent,No
ASUS,Gaming,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX1060",Windows,2.24kg,71341.92,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Mid-Range,8,128,1024,0,0,1152,2.24,Heavy,No,14,Excellent,No
VERO,Notebook,14,1920x1080,"Intel Celeron Dual Core N3350 1.1GHz",4GB,"32GB Flash Storage","Intel HD Graphics 500",Windows,1.22kg,10810.512,1920,1080,NULL,No,"Full HD",Intel,Celeron,3350,NULL,1.00,Entry,Intel,Budget,4,0,0,32,0,32,1.22,Light,No,14,Excellent,No
LENOVO,"2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"512GB SSD","Intel HD Graphics 620",Windows,1.37kg,104961.59999999999,1920,1080,NULL,Yes,"Full HD",Intel,i7,7500U,7,2.00,High,Intel,Premium,8,512,0,0,0,512,1.37,Medium,No,14,Excellent,No
LENOVO,"2 in 1 Convertible",15.6,"Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","AMD Radeon R7 M460",Windows,2.08kg,51095.52,1920,1080,NULL,Yes,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,AMD,Mid-Range,8,256,0,0,0,256,2.08,Medium,No,14,Excellent,No
APPLE,Ultrabook,12,"IPS Panel Retina Display 2304x1440","Intel Core M 1.2GHz",8GB,"512GB Flash Storage","Intel HD Graphics 5300",macOS,0.920kg,62071.2,2304,1440,NULL,No,"Quad HD",Intel,"Core M",NULL,NULL,1.00,Mid,Intel,Mid-Range,8,0,0,512,0,512,0.92,Light,No,12,Good,No
LENOVO,"2 in 1 Convertible",14,"IPS Panel Touchscreen 2560x1440","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.42kg,124142.4,2560,1440,NULL,Yes,"Quad HD+",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Premium,8,256,0,0,0,256,1.42,Medium,No,14,Excellent,No
ASUS,Notebook,14,1366x768,"Intel Celeron Dual Core N3350 1.1GHz",4GB,"32GB Flash Storage","Intel HD Graphics 500",Windows,1.63kg,15930.72,1366,768,NULL,No,HD,Intel,Celeron,3350,NULL,1.00,Entry,Intel,Budget,4,0,0,32,0,32,1.63,Medium,No,14,Excellent,No
DELL,Notebook,15.6,1366x768,"Intel Core i5 7200U 2.5GHz",8GB,"128GB SSD","Intel HD Graphics 620",Windows,1.95kg,43156.799999999996,1366,768,NULL,No,HD,Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,8,128,0,0,0,128,1.95,Medium,No,14,Excellent,No
LENOVO,"2 in 1 Convertible",13.9,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.38kg,71874.72,1920,1080,NULL,Yes,"Full HD",Intel,i7,7500U,7,2.00,High,Intel,Mid-Range,8,256,0,0,0,256,1.38,Medium,No,14,Excellent,No
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",8GB,"256GB SSD","AMD Radeon R5 M420X",Windows,2kg,39373.92,1920,1080,NULL,No,"Full HD",Intel,i3,6006U,6,2.00,Mid,AMD,Budget,8,256,0,0,0,256,2.00,Medium,No,14,Excellent,No
HP,Workstation,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8GB,"256GB SSD","Nvidia Quadro M2200",Windows,3.14kg,110017.872,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,8,256,0,0,0,256,3.14,Heavy,No,14,Excellent,No
ASUS,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,2.37kg,58554.72,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,2.37,Heavy,No,14,Excellent,No
DELL,Ultrabook,13.3,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.29kg,79866.72,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.29,Light,No,14,Excellent,No
DELL,Notebook,15.6,"4K Ultra HD / Touchscreen 3840x2160","Intel Core i5 7300HQ 2.5GHz",8GB,"256GB SSD","Nvidia GeForce GTX 1050",Windows,2.06kg,93186.72,3840,2160,NULL,Yes,UHD,Intel,i5,7300HQ,7,2.00,Upper-Mid,NVIDIA,Premium,8,256,0,0,0,256,2.06,Medium,No,14,Excellent,No
DELL,Netbook,11.6,1366x768,"Intel Pentium Quad Core N4200 1.1GHz",4GB,"128GB SSD","Intel HD Graphics 505",Windows,1.63kg,39640.32,1366,768,NULL,No,HD,Intel,Pentium,4200,NULL,1.00,Entry,Intel,Budget,4,128,0,0,0,128,1.63,Medium,No,14,Excellent,No
HP,Netbook,12.5,1366x768,"Intel Core i5 7300U 2.6GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.26kg,74005.92,1366,768,NULL,No,HD,Intel,i5,7300U,7,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.26,Light,No,14,Excellent,No
TOSHIBA,Notebook,15.6,1366x768,"Intel Core i5 6200U 2.3GHz",4GB,"500GB HDD","Intel HD Graphics 520",Windows,2.1kg,41558.4,1366,768,NULL,No,HD,Intel,i5,6200U,6,2.00,Upper-Mid,Intel,Mid-Range,4,0,500,0,0,500,2.10,Medium,No,14,Excellent,No
HP,Notebook,15.6,1366x768,"AMD A12-Series 9700P 2.5GHz",8GB,"2TB HDD","AMD Radeon R7 Graphics",Windows,2.04kg,33513.119999999995,1366,768,NULL,No,HD,AMD,A12-Series,9700P,NULL,2.00,Upper-Mid,AMD,Budget,8,0,2048,0,0,2048,2.04,Medium,No,14,Excellent,No
DELL,Gaming,15.6,"4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz",16GB,"512GB SSD","Nvidia GeForce GTX 1050 Ti",Windows,2.62kg,89457.12,3840,2160,NULL,No,UHD,Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,16,512,0,0,0,512,2.62,Heavy,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4GB,"1TB HDD","Nvidia GeForce 920M",Windows,2.4kg,32447.52,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,NVIDIA,Budget,4,0,1024,0,0,1024,2.40,Heavy,No,14,Excellent,No
HP,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"1TB HDD","AMD Radeon RX 580",Windows,3.74kg,93186.72,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,AMD,Premium,12,0,1024,0,0,1024,3.74,Heavy,No,14,Excellent,No
MSI,Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"512GB SSD +  1TB HDD","Nvidia GeForce GTX 1070",Windows,2.9kg,128671.2,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,16,512,1024,0,0,1536,2.90,Heavy,No,14,Excellent,No
SAMSUNG,Ultrabook,13.3,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,0.81kg,79866.72,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,0.81,Light,No,14,Excellent,No
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"1TB HDD","Nvidia GeForce GT 940MX",Windows,1.98kg,51202.079999999994,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,NVIDIA,Mid-Range,8,0,1024,0,0,1024,1.98,Medium,No,14,Excellent,No
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","AMD Radeon R5 M420",Windows,2.18kg,42081.076799999995,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,AMD,Mid-Range,8,256,0,0,0,256,2.18,Medium,No,14,Excellent,No
LENOVO,Ultrabook,14,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.32kg,99047.51999999999,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,Intel,Premium,8,256,0,0,0,256,1.32,Medium,No,14,Excellent,No
RAZER,Ultrabook,12.5,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7500U 2.5GHz",16GB,"512GB SSD","Intel HD Graphics 620",Windows,1.29kg,95850.72,3840,2160,NULL,Yes,UHD,Intel,i7,7500U,7,2.00,High,Intel,Premium,16,512,0,0,0,512,1.29,Light,No,14,Excellent,No
HP,Netbook,11.6,1366x768,"Intel Celeron Dual Core N3060 1.6GHz",4GB,"16GB Flash Storage","Intel HD Graphics 400","Chrome OS",1.23kg,20512.8,1366,768,NULL,No,HD,Intel,Celeron,3060,NULL,1.00,Entry,Intel,Budget,4,0,0,16,0,16,1.23,Light,No,14,Excellent,No
